record_id,subscription_id,virtual_time,real_time,stage,payload
fd746570-273d-4ba8-a46c-3c3a6e4e50af,sub_0340,2026-08-25T09:20:26.901667+00:00,2026-08-28T13:27:58.416932+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""bank_technical_error"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0340"", ""invoice_id"": ""inv_0340"", ""occurred_at"": ""2026-08-25T09:20:26.901667Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0340""}"
b0db1d39-c401-4d31-9761-1fad66d9c206,sub_0779,2026-08-25T09:20:33.586276+00:00,2026-08-28T13:27:58.417318+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0779"", ""invoice_id"": ""inv_0779"", ""occurred_at"": ""2026-08-25T09:20:33.586276Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0779""}"
dce18765-39f4-4b66-8adf-16440c335204,sub_0245,2026-08-25T09:21:22.978600+00:00,2026-08-28T13:27:58.417674+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""gateway_technical_error"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0245"", ""invoice_id"": ""inv_0245"", ""occurred_at"": ""2026-08-25T09:21:22.978600Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0245""}"
c8f51fcf-4905-465c-97e4-51d4178a85e9,sub_0539,2026-08-25T09:22:00.686301+00:00,2026-08-28T13:27:58.418036+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_failed"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0539"", ""invoice_id"": ""inv_0539"", ""occurred_at"": ""2026-08-25T09:22:00.686301Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0539""}"
490f86e7-01b2-4cef-b77b-c03e21c4091a,sub_1737,2026-08-25T09:22:28.377544+00:00,2026-08-28T13:27:58.418455+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1737"", ""invoice_id"": ""inv_1737"", ""occurred_at"": ""2026-08-25T09:22:28.377544Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1737""}"
1c902f07-267a-4e6b-bbe3-ec211a886280,sub_0452,2026-08-25T09:23:06.127656+00:00,2026-08-28T13:27:58.418842+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_declined"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0452"", ""invoice_id"": ""inv_0452"", ""occurred_at"": ""2026-08-25T09:23:06.127656Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0452""}"
5a6d7469-7313-4ee0-a7ff-c3c8f207567b,sub_1818,2026-08-25T09:25:36.058519+00:00,2026-08-28T13:27:58.419200+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_declined"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1818"", ""invoice_id"": ""inv_1818"", ""occurred_at"": ""2026-08-25T09:25:36.058519Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1818""}"
b7a799f8-63d4-444c-80bd-c28b37e1ba90,sub_0649,2026-08-25T09:26:53.222400+00:00,2026-08-28T13:27:58.419762+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""authentication_failed"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_0649"", ""invoice_id"": ""inv_0649"", ""occurred_at"": ""2026-08-25T09:26:53.222400Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0649""}"
dca1b977-f655-4fd1-8730-a20a7cdf6a79,sub_1408,2026-08-25T09:28:08.071250+00:00,2026-08-28T13:27:58.420298+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1408"", ""invoice_id"": ""inv_1408"", ""occurred_at"": ""2026-08-25T09:28:08.071250Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1408""}"
82975ce9-84e1-498d-8625-acc5674e3ec6,sub_0962,2026-08-25T09:29:28.317581+00:00,2026-08-28T13:27:58.420841+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_not_enrolled"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_0962"", ""invoice_id"": ""inv_0962"", ""occurred_at"": ""2026-08-25T09:29:28.317581Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0962""}"
c03fd8cc-cdbe-4f4a-924d-940dbf58988a,sub_0734,2026-08-25T09:31:53.182995+00:00,2026-08-28T13:27:58.421280+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""gateway_technical_error"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0734"", ""invoice_id"": ""inv_0734"", ""occurred_at"": ""2026-08-25T09:31:53.182995Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0734""}"
8434709a-1fc9-463c-990c-aad1c81bbe3b,sub_0852,2026-08-25T09:32:03.398583+00:00,2026-08-28T13:27:58.421722+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0852"", ""invoice_id"": ""inv_0852"", ""occurred_at"": ""2026-08-25T09:32:03.398583Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0852""}"
97514b4f-4eb5-49e5-8d86-84d66e1af4f4,sub_0447,2026-08-25T09:32:44.015259+00:00,2026-08-28T13:27:58.422196+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""gateway_technical_error"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0447"", ""invoice_id"": ""inv_0447"", ""occurred_at"": ""2026-08-25T09:32:44.015259Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0447""}"
a1f2c8ca-680a-4186-a946-d37e2d927bea,sub_1235,2026-08-25T09:33:51.982705+00:00,2026-08-28T13:27:58.422655+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_cancelled"", ""error_source"": ""customer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_1235"", ""invoice_id"": ""inv_1235"", ""occurred_at"": ""2026-08-25T09:33:51.982705Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1235""}"
9acb4fad-c532-4143-954e-5b23a9bb7a37,sub_0268,2026-08-25T09:34:12.456766+00:00,2026-08-28T13:27:58.423167+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""gateway_technical_error"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0268"", ""invoice_id"": ""inv_0268"", ""occurred_at"": ""2026-08-25T09:34:12.456766Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0268""}"
62b0cf20-eddd-4325-b933-62aad482b488,sub_0993,2026-08-25T09:34:52.575137+00:00,2026-08-28T13:27:58.423645+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""subscription_cancelled"", ""error_source"": ""business"", ""error_step"": ""payment_initiation"", ""event_id"": ""evt_0993"", ""invoice_id"": ""inv_0993"", ""occurred_at"": ""2026-08-25T09:34:52.575137Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0993""}"
adb9384c-9d77-4855-bbe4-bdeef7ac63e5,sub_1491,2026-08-25T09:37:11.878927+00:00,2026-08-28T13:27:58.424128+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1491"", ""invoice_id"": ""inv_1491"", ""occurred_at"": ""2026-08-25T09:37:11.878927Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1491""}"
9de20144-da17-4168-89ff-5fd2feadfe06,sub_1017,2026-08-25T09:38:40.826449+00:00,2026-08-28T13:27:58.424561+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_failed"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1017"", ""invoice_id"": ""inv_1017"", ""occurred_at"": ""2026-08-25T09:38:40.826449Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1017""}"
e461c800-2c32-4709-9f63-0c57dc8f1453,sub_0891,2026-08-25T09:39:25.333031+00:00,2026-08-28T13:27:58.425076+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_failed"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0891"", ""invoice_id"": ""inv_0891"", ""occurred_at"": ""2026-08-25T09:39:25.333031Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0891""}"
c010cd2e-9e80-462f-8413-32831bd9a07c,sub_0973,2026-08-25T09:43:35.584315+00:00,2026-08-28T13:27:58.425619+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0973"", ""invoice_id"": ""inv_0973"", ""occurred_at"": ""2026-08-25T09:43:35.584315Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0973""}"
70148897-1efc-4dfa-9746-66fe0e179999,sub_1470,2026-08-25T09:43:46.887126+00:00,2026-08-28T13:27:58.426042+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1470"", ""invoice_id"": ""inv_1470"", ""occurred_at"": ""2026-08-25T09:43:46.887126Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1470""}"
fe0abf75-a9b4-45cf-aaf8-e061be77b9f8,sub_1271,2026-08-25T09:45:20.321788+00:00,2026-08-28T13:27:58.426406+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_failed"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1271"", ""invoice_id"": ""inv_1271"", ""occurred_at"": ""2026-08-25T09:45:20.321788Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1271""}"
ffb655c9-847a-4041-9c1e-ddc96bd0fbc5,sub_0217,2026-08-25T09:47:51.647003+00:00,2026-08-28T13:27:58.426797+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_expired"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_0217"", ""invoice_id"": ""inv_0217"", ""occurred_at"": ""2026-08-25T09:47:51.647003Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0217""}"
9745cb05-dc8e-4dc0-b8c2-c1ecf9c9e59e,sub_0575,2026-08-25T09:51:15.118589+00:00,2026-08-28T13:27:58.427191+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_failed"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0575"", ""invoice_id"": ""inv_0575"", ""occurred_at"": ""2026-08-25T09:51:15.118589Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0575""}"
fb0bd096-56ed-4311-a018-60bcde792b6b,sub_0358,2026-08-25T09:58:35.966621+00:00,2026-08-28T13:27:58.427577+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0358"", ""invoice_id"": ""inv_0358"", ""occurred_at"": ""2026-08-25T09:58:35.966621Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0358""}"
430feee7-723a-4c37-b5db-01ee3b5069fa,sub_0925,2026-08-25T09:58:52.925223+00:00,2026-08-28T13:27:58.427941+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0925"", ""invoice_id"": ""inv_0925"", ""occurred_at"": ""2026-08-25T09:58:52.925223Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0925""}"
a7d01a25-a01c-411d-9b12-3a9737eb95d6,sub_1752,2026-08-25T09:59:06.704861+00:00,2026-08-28T13:27:58.428323+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""bank_technical_error"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1752"", ""invoice_id"": ""inv_1752"", ""occurred_at"": ""2026-08-25T09:59:06.704861Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1752""}"
55fbe040-f766-486d-abf1-c29029986aac,sub_1174,2026-08-25T10:01:58.971073+00:00,2026-08-28T13:27:58.428784+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_declined"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1174"", ""invoice_id"": ""inv_1174"", ""occurred_at"": ""2026-08-25T10:01:58.971073Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1174""}"
26b9822a-87a2-4ce5-9bea-374ba5059bc2,sub_0667,2026-08-25T10:03:51.456531+00:00,2026-08-28T13:27:58.429172+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""debit_instrument_inactive"", ""error_source"": ""issuer"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0667"", ""invoice_id"": ""inv_0667"", ""occurred_at"": ""2026-08-25T10:03:51.456531Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0667""}"
d44dea54-50ea-4b8c-b7dc-35a35ad27569,sub_0150,2026-08-25T10:04:00.834265+00:00,2026-08-28T13:27:58.429650+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0150"", ""invoice_id"": ""inv_0150"", ""occurred_at"": ""2026-08-25T10:04:00.834265Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0150""}"
257f4ff6-ab22-46cf-b3c3-2fe10f6d8ec2,sub_1296,2026-08-25T10:04:57.981808+00:00,2026-08-28T13:27:58.430035+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_timed_out"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1296"", ""invoice_id"": ""inv_1296"", ""occurred_at"": ""2026-08-25T10:04:57.981808Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1296""}"
575f86d4-6a6d-4a66-a537-afd5937b4062,sub_1395,2026-08-25T10:05:28.837176+00:00,2026-08-28T13:27:58.430444+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_disabled_for_online_payments"", ""error_source"": ""issuer"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1395"", ""invoice_id"": ""inv_1395"", ""occurred_at"": ""2026-08-25T10:05:28.837176Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1395""}"
e21f01aa-ae6b-469d-90b2-3ba4a6f4dc32,sub_0858,2026-08-25T10:06:13.386326+00:00,2026-08-28T13:27:58.430873+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""otp_attempts_exceeded"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_0858"", ""invoice_id"": ""inv_0858"", ""occurred_at"": ""2026-08-25T10:06:13.386326Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0858""}"
113efbd0-cf0c-415e-a76c-377a4e1fe62a,sub_0137,2026-08-25T10:13:29.357677+00:00,2026-08-28T13:27:58.431324+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""issuer_technical_error"", ""error_source"": ""issuer"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0137"", ""invoice_id"": ""inv_0137"", ""occurred_at"": ""2026-08-25T10:13:29.357677Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0137""}"
71773504-d5c2-44fa-a8f1-fe5966531ff3,sub_0579,2026-08-25T10:14:40.774199+00:00,2026-08-28T13:27:58.431880+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""issuer_technical_error"", ""error_source"": ""issuer"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0579"", ""invoice_id"": ""inv_0579"", ""occurred_at"": ""2026-08-25T10:14:40.774199Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0579""}"
d101d91b-2853-4b35-a62c-040ece75d722,sub_0662,2026-08-25T10:16:15.671691+00:00,2026-08-28T13:27:58.432406+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0662"", ""invoice_id"": ""inv_0662"", ""occurred_at"": ""2026-08-25T10:16:15.671691Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0662""}"
3749e029-a36c-43ca-aeb7-b8903433f8e1,sub_1550,2026-08-25T10:16:50.490130+00:00,2026-08-28T13:27:58.432829+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_1550"", ""invoice_id"": ""inv_1550"", ""occurred_at"": ""2026-08-25T10:16:50.490130Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1550""}"
0bcbf856-fed9-45f4-b450-5f358f409a24,sub_0504,2026-08-25T10:16:53.661206+00:00,2026-08-28T13:27:58.433317+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_timed_out"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0504"", ""invoice_id"": ""inv_0504"", ""occurred_at"": ""2026-08-25T10:16:53.661206Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0504""}"
bb5077f7-0203-4715-9245-145c28553a95,sub_1257,2026-08-25T10:19:06.149671+00:00,2026-08-28T13:27:58.433810+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""otp_attempts_exceeded"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_1257"", ""invoice_id"": ""inv_1257"", ""occurred_at"": ""2026-08-25T10:19:06.149671Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1257""}"
1c0fb72c-26e8-4132-ad22-51ccd0880d4e,sub_0277,2026-08-25T10:20:46.996903+00:00,2026-08-28T13:27:58.434261+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_timed_out"", ""error_source"": ""gateway"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0277"", ""invoice_id"": ""inv_0277"", ""occurred_at"": ""2026-08-25T10:20:46.996903Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0277""}"
85830037-b0bf-44e5-a901-fde0a885c07b,sub_1334,2026-08-25T10:23:11.721237+00:00,2026-08-28T13:27:58.434626+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""incorrect_cvv"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_1334"", ""invoice_id"": ""inv_1334"", ""occurred_at"": ""2026-08-25T10:23:11.721237Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_1334""}"
57789881-1960-47fd-a869-a6123555794d,sub_0584,2026-08-25T10:24:33.932103+00:00,2026-08-28T13:27:58.435106+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0584"", ""invoice_id"": ""inv_0584"", ""occurred_at"": ""2026-08-25T10:24:33.932103Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0584""}"
dfff3725-bb33-4f99-9abc-96f9d3a9d89d,sub_0506,2026-08-25T10:25:52.986331+00:00,2026-08-28T13:27:58.436023+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_declined"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0506"", ""invoice_id"": ""inv_0506"", ""occurred_at"": ""2026-08-25T10:25:52.986331Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0506""}"
bd826238-7c4b-4894-a6ec-a8449638441a,sub_0129,2026-08-25T10:26:39.112212+00:00,2026-08-28T13:27:58.436681+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""payment_failed"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0129"", ""invoice_id"": ""inv_0129"", ""occurred_at"": ""2026-08-25T10:26:39.112212Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0129""}"
33cbfd15-8286-4294-b228-2cda43274f42,sub_0159,2026-08-25T10:26:43.566789+00:00,2026-08-28T13:27:58.437155+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_expired"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_0159"", ""invoice_id"": ""inv_0159"", ""occurred_at"": ""2026-08-25T10:26:43.566789Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0159""}"
21b06a53-d9b1-467a-bcb0-7d98cc58c340,sub_0132,2026-08-25T10:26:54.043867+00:00,2026-08-28T13:27:58.437695+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""insufficient_funds"", ""error_source"": ""bank"", ""error_step"": ""payment_authorization"", ""event_id"": ""evt_0132"", ""invoice_id"": ""inv_0132"", ""occurred_at"": ""2026-08-25T10:26:54.043867Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0132""}"
f6359e54-8c37-4959-bea2-ce3ddb4f28c1,sub_0817,2026-08-25T10:28:56.518366+00:00,2026-08-28T13:27:58.438119+00:00,ingest,"{""attempt_number"": 1, ""error_reason"": ""card_expired"", ""error_source"": ""issuer"", ""error_step"": ""payment_authentication"", ""event_id"": ""evt_0817"", ""invoice_id"": ""inv_0817"", ""occurred_at"": ""2026-08-25T10:28:56.518366Z"", ""source"": ""cohort"", ""subscription_id"": ""sub_0817""}"
